Date,Year,Day,Hour_Min,Sev Temp 1,Sev Temp 2,Sev Temp 3,Sev Temp 4,Sev Temp 5,Sev Temp 6,Sev PA 1,Sev PA 2,Sev PA 3,Sev PA 4,Sev PA 5,Sev PA 6,Sev Calc. VWC 1,Sev Calc. VWC 2,Sev Calc. VWC 3,Sev Calc. VWC 4,Sev Calc. VWC 5,Sev Calc. VWC 6
12-Sep-2010 18:30,2010,255,1830,5.47,4.29,5.79,6.01,5.80,6.85,41.83,41.02,39.85,33.48,25.19,41.64,61.40,58.88,55.34,38.18,20.84,60.80
12-Sep-2010 19:00,2010,255,1900,5.56,4.31,5.78,6.02,5.83,6.83,41.82,41.02,39.85,33.48,25.19,41.63,61.40,58.88,55.34,38.12,20.84,60.80
12-Sep-2010 19:30,2010,255,1930,5.62,4.32,5.73,6.03,5.85,6.78,41.82,41.02,39.85,33.48,25.18,41.63,61.34,58.88,55.34,38.12,20.84,60.80
12-Sep-2010 20:00,2010,255,2000,5.67,4.31,5.64,6.02,5.84,6.70,41.81,41.02,39.85,33.48,25.18,41.63,61.34,58.88,55.34,38.12,20.84,60.80
12-Sep-2010 20:30,2010,255,2030,5.70,4.31,5.53,6.00,5.82,6.63,41.81,41.02,39.85,33.47,25.18,41.64,61.34,58.88,55.34,38.12,20.84,60.80
12-Sep-2010 21:00,2010,255,2100,5.72,4.30,5.39,5.97,5.76,6.50,41.81,41.02,39.85,33.47,25.18,41.64,61.34,58.88,55.34,38.12,20.84,60.80
12-Sep-2010 21:30,2010,255,2130,5.72,4.29,5.25,5.92,5.67,6.40,41.81,41.03,39.86,33.47,25.18,41.64,61.34,58.88,55.40,38.12,20.84,60.80
12-Sep-2010 22:00,2010,255,2200,5.71,4.27,5.10,5.86,5.58,6.31,41.81,41.03,39.86,33.48,25.19,41.65,61.34,58.94,55.40,38.12,20.84,60.80
12-Sep-2010 22:30,2010,255,2230,5.69,4.25,4.97,5.81,5.48,6.20,41.81,41.03,39.86,33.48,25.19,41.65,61.34,58.94,55.40,38.12,20.84,60.86
12-Sep-2010 23:00,2010,255,2300,5.66,4.22,4.84,5.76,5.37,6.08,41.82,41.03,39.87,33.48,25.19,41.65,61.34,58.94,55.40,38.12,20.84,60.86
12-Sep-2010 23:30,2010,255,2330,5.62,4.19,4.71,5.69,5.25,5.93,41.82,41.04,39.87,33.48,25.19,41.66,61.34,58.94,55.40,38.12,20.84,60.86
13-Sep-2010 00:00,2010,255,2400,5.57,4.15,4.57,5.62,5.12,5.79,41.82,41.04,39.87,33.48,25.19,41.66,61.40,58.94,55.40,38.18,20.84,60.86
13-Sep-2010 00:30,2010,256,30,5.52,4.12,4.44,5.55,4.99,5.68,41.83,41.04,39.88,33.49,25.19,41.67,61.40,58.94,55.46,38.18,20.84,60.92
13-Sep-2010 01:00,2010,256,100,5.46,4.08,4.32,5.47,4.86,5.56,41.83,41.05,39.88,33.49,25.20,41.67,61.40,59.00,55.46,38.18,20.84,60.92
13-Sep-2010 01:30,2010,256,130,5.40,4.04,4.21,5.41,4.73,5.46,41.83,41.05,39.88,33.49,25.20,41.68,61.40,59.00,55.46,38.18,20.84,60.92
13-Sep-2010 02:00,2010,256,200,5.34,4.01,4.11,5.34,4.61,5.39,41.84,41.06,39.89,33.50,25.20,41.68,61.40,59.00,55.46,38.18,20.90,60.92
13-Sep-2010 02:30,2010,256,230,5.27,3.98,4.04,5.29,4.50,5.33,41.84,41.06,39.89,33.50,25.21,41.69,61.46,59.00,55.46,38.18,20.90,60.92
13-Sep-2010 03:00,2010,256,300,5.22,3.95,3.98,5.23,4.41,5.27,41.85,41.06,39.89,33.51,25.21,41.69,61.46,59.00,55.46,38.18,20.90,60.98
13-Sep-2010 03:30,2010,256,330,5.16,3.91,3.94,5.18,4.32,5.19,41.85,41.06,39.89,33.51,25.21,41.69,61.46,59.00,55.46,38.24,20.90,60.98
13-Sep-2010 04:00,2010,256,400,5.11,3.89,3.88,5.14,4.25,5.11,41.86,41.07,39.90,33.51,25.21,41.69,61.46,59.06,55.52,38.24,20.90,60.98
13-Sep-2010 04:30,2010,256,430,5.05,3.86,3.81,5.08,4.18,5.03,41.86,41.07,39.90,33.52,25.22,41.70,61.52,59.06,55.52,38.24,20.90,60.98
13-Sep-2010 05:00,2010,256,500,5.00,3.83,3.74,5.03,4.11,4.93,41.87,41.07,39.90,33.52,25.22,41.70,61.52,59.06,55.52,38.24,20.90,60.98
13-Sep-2010 05:30,2010,256,530,4.95,3.80,3.66,4.98,4.04,4.83,41.87,41.07,39.91,33.52,25.22,41.70,61.52,59.06,55.52,38.24,20.90,60.98
13-Sep-2010 06:00,2010,256,600,4.89,3.77,3.58,4.92,3.97,4.72,41.87,41.08,39.91,33.53,25.22,41.71,61.52,59.06,55.52,38.24,20.90,61.04
13-Sep-2010 06:30,2010,256,630,4.84,3.74,3.50,4.86,3.89,4.62,41.88,41.08,39.91,33.53,25.22,41.71,61.58,59.06,55.52,38.24,20.90,61.04
13-Sep-2010 07:00,2010,256,700,4.77,3.71,3.41,4.80,3.81,4.51,41.88,41.08,39.92,33.53,25.23,41.71,61.58,59.06,55.58,38.30,20.90,61.04
13-Sep-2010 07:30,2010,256,730,4.71,3.67,3.33,4.74,3.73,4.42,41.89,41.09,39.92,33.54,25.23,41.72,61.58,59.12,55.58,38.30,20.90,61.04
13-Sep-2010 08:00,2010,256,800,4.65,3.64,3.25,4.68,3.65,4.36,41.89,41.09,39.92,33.54,25.23,41.72,61.58,59.12,55.58,38.30,20.90,61.04
13-Sep-2010 08:30,2010,256,830,4.57,3.61,3.20,4.63,3.58,4.34,41.90,41.09,39.93,33.55,25.23,41.72,61.64,59.12,55.58,38.30,20.90,61.04
13-Sep-2010 09:00,2010,256,900,4.51,3.57,3.16,4.58,3.52,4.36,41.90,41.10,39.93,33.55,25.24,41.73,61.64,59.12,55.58,38.30,20.96,61.10
13-Sep-2010 09:30,2010,256,930,4.44,3.55,3.16,4.55,3.47,4.42,41.91,40.94,39.93,33.56,25.24,41.73,61.64,58.64,55.58,38.36,20.96,61.10
13-Sep-2010 10:00,2010,256,1000,4.36,3.52,3.19,4.54,3.44,4.54,41.92,40.84,39.93,33.57,25.24,41.73,61.70,58.34,55.58,38.36,20.96,61.10
13-Sep-2010 10:30,2010,256,1030,4.30,3.51,3.23,4.53,3.44,4.67,41.92,40.84,39.93,33.57,25.24,41.73,61.70,58.34,55.58,38.36,20.96,61.10
13-Sep-2010 11:00,2010,256,1100,4.25,3.51,3.34,4.54,3.46,4.78,41.93,40.84,39.93,33.58,25.25,41.73,61.70,58.34,55.58,38.36,20.96,61.10
13-Sep-2010 11:30,2010,256,1130,4.21,3.52,3.45,4.56,3.51,4.92,41.93,40.84,39.93,33.58,25.25,41.72,61.70,58.34,55.58,38.36,20.96,61.04
13-Sep-2010 12:00,2010,256,1200,4.21,3.56,3.60,4.62,3.60,5.08,41.93,40.84,39.93,33.58,25.25,41.72,61.70,58.34,55.58,38.42,20.96,61.04
13-Sep-2010 12:30,2010,256,1230,4.21,3.60,3.78,4.69,3.71,5.25,41.93,40.84,39.93,33.58,25.25,41.72,61.70,58.34,55.58,38.42,20.96,61.04
13-Sep-2010 13:00,2010,256,1300,4.26,3.66,4.00,4.79,3.88,5.48,41.93,40.83,39.92,33.58,25.25,41.71,61.70,58.34,55.58,38.36,20.96,61.04
13-Sep-2010 13:30,2010,256,1330,4.35,3.72,4.23,4.92,4.09,5.66,41.92,40.82,39.92,33.58,25.24,41.71,61.70,58.28,55.58,38.36,20.96,61.04
13-Sep-2010 14:00,2010,256,1400,4.39,3.77,4.41,5.07,4.28,5.76,41.92,40.81,39.91,33.57,25.24,41.70,61.70,58.28,55.52,38.36,20.96,60.98
13-Sep-2010 14:30,2010,256,1430,4.44,3.83,4.57,5.25,4.46,5.88,41.91,40.80,39.91,33.56,25.24,41.70,61.64,58.22,55.52,38.36,20.96,60.98
13-Sep-2010 15:00,2010,256,1500,4.56,3.91,4.73,5.45,4.63,6.04,41.91,40.79,39.90,33.56,25.23,41.69,61.64,58.16,55.52,38.36,20.90,60.98
13-Sep-2010 15:30,2010,256,1530,4.67,3.99,4.90,5.61,4.79,6.17,41.90,40.78,39.90,33.55,25.23,41.69,61.64,58.16,55.52,38.30,20.90,60.98
13-Sep-2010 16:00,2010,256,1600,4.77,4.05,5.03,5.71,4.92,6.24,41.89,40.76,39.89,33.55,25.23,41.68,61.58,58.10,55.46,38.30,20.90,60.92
13-Sep-2010 16:30,2010,256,1630,4.89,4.12,5.16,5.79,5.05,6.32,41.89,40.75,39.89,33.54,25.22,41.68,61.58,58.10,55.46,38.30,20.90,60.92
13-Sep-2010 17:00,2010,256,1700,5.01,4.17,5.28,5.84,5.17,6.40,41.88,40.74,39.88,33.53,25.22,41.67,61.58,58.04,55.46,38.30,20.90,60.92
13-Sep-2010 17:30,2010,256,1730,5.15,4.23,5.39,5.90,5.28,6.47,41.87,40.74,39.88,33.53,25.21,41.67,61.52,58.04,55.46,38.24,20.90,60.92
13-Sep-2010 18:00,2010,256,1800,5.27,4.27,5.46,5.95,5.37,6.48,41.86,40.73,39.87,33.52,25.21,41.67,61.52,57.98,55.40,38.24,20.90,60.92
13-Sep-2010 18:30,2010,256,1830,5.34,4.29,5.46,5.97,5.43,6.44,41.86,40.72,39.87,33.52,25.21,41.67,61.46,57.98,55.40,38.24,20.90,60.86
13-Sep-2010 19:00,2010,256,1900,5.43,4.31,5.43,5.98,5.48,6.41,41.85,40.72,39.87,33.51,25.20,41.66,61.46,57.98,55.40,38.24,20.90,60.86
13-Sep-2010 19:30,2010,256,1930,5.50,4.32,5.38,5.97,5.49,6.34,41.85,40.71,39.87,33.51,25.20,41.66,61.46,57.98,55.40,38.24,20.90,60.86
13-Sep-2010 20:00,2010,256,2000,5.53,4.31,5.27,5.93,5.48,6.21,41.85,40.71,39.87,33.51,25.20,41.66,61.46,57.98,55.40,38.24,20.90,60.86
13-Sep-2010 20:30,2010,256,2030,5.55,4.30,5.12,5.90,5.43,6.08,41.84,40.71,39.87,33.51,25.20,41.67,61.46,57.98,55.40,38.24,20.90,60.86
13-Sep-2010 21:00,2010,256,2100,5.55,4.27,4.94,5.83,5.34,5.94,41.84,40.71,39.88,33.51,25.20,41.67,61.46,57.98,55.46,38.24,20.90,60.92
13-Sep-2010 21:30,2010,256,2130,5.53,4.24,4.75,5.76,5.21,5.78,41.84,40.72,39.88,33.51,25.20,41.67,61.46,57.98,55.46,38.24,20.90,60.92
13-Sep-2010 22:00,2010,256,2200,5.49,4.20,4.57,5.68,5.08,5.66,41.85,40.72,39.89,33.51,25.21,41.68,61.46,57.98,55.46,38.24,20.90,60.92
13-Sep-2010 22:30,2010,256,2230,5.44,4.16,4.40,5.59,4.93,5.55,41.85,40.72,39.89,33.51,25.21,41.68,61.46,57.98,55.46,38.24,20.90,60.92
13-Sep-2010 23:00,2010,256,2300,5.38,4.12,4.23,5.51,4.78,5.44,41.85,40.73,39.90,33.52,25.21,41.69,61.46,57.98,55.46,38.24,20.90,60.98
13-Sep-2010 23:30,2010,256,2330,5.32,4.07,4.08,5.43,4.63,5.32,41.86,40.73,39.90,33.52,25.21,41.69,61.46,58.04,55.52,38.24,20.90,60.98
14-Sep-2010 00:00,2010,256,2400,5.26,4.03,3.95,5.36,4.48,5.21,41.86,40.74,39.90,33.52,25.21,41.70,61.52,58.04,55.52,38.24,20.90,60.98
14-Sep-2010 00:30,2010,257,30,5.19,3.99,3.83,5.28,4.34,5.09,41.87,40.74,39.91,33.53,25.22,41.70,61.52,58.04,55.52,38.24,20.90,60.98
14-Sep-2010 01:00,2010,257,100,5.12,3.94,3.70,5.20,4.21,4.97,41.87,40.75,39.91,33.53,25.22,41.71,61.52,58.04,55.52,38.24,20.90,61.04
14-Sep-2010 01:30,2010,257,130,5.05,3.90,3.56,5.12,4.08,4.84,41.87,40.75,39.92,33.53,25.22,41.71,61.52,58.04,55.58,38.30,20.90,61.04
14-Sep-2010 02:00,2010,257,200,4.97,3.85,3.44,5.04,3.94,4.72,41.88,40.76,39.92,33.54,25.22,41.72,61.58,58.10,55.58,38.30,20.90,61.04
14-Sep-2010 02:30,2010,257,230,4.89,3.81,3.33,4.97,3.82,4.64,41.89,40.76,39.93,33.54,25.23,41.72,61.58,58.10,55.58,38.30,20.90,61.04
14-Sep-2010 03:00,2010,257,300,4.81,3.76,3.24,4.89,3.70,4.56,41.89,40.77,39.93,33.55,25.23,41.72,61.58,58.10,55.58,38.30,20.90,61.04
14-Sep-2010 03:30,2010,257,330,4.74,3.72,3.17,4.82,3.61,4.50,41.90,40.77,39.93,33.55,25.23,41.73,61.58,58.10,55.58,38.30,20.90,61.10
14-Sep-2010 04:00,2010,257,400,4.67,3.69,3.12,4.76,3.52,4.43,41.90,40.77,39.93,33.55,25.24,41.73,61.64,58.16,55.58,38.30,20.96,61.10
14-Sep-2010 04:30,2010,257,430,4.60,3.65,3.07,4.71,3.44,4.35,41.91,40.78,39.94,33.56,25.24,41.73,61.64,58.16,55.64,38.36,20.96,61.10
14-Sep-2010 05:00,2010,257,500,4.54,3.61,3.00,4.66,3.37,4.25,41.91,40.78,39.94,33.56,25.24,41.74,61.64,58.16,55.64,38.36,20.96,61.10
14-Sep-2010 05:30,2010,257,530,4.47,3.57,2.94,4.59,3.31,4.16,41.92,40.78,39.94,33.57,25.24,41.74,61.70,58.16,55.64,38.36,20.96,61.10
14-Sep-2010 06:00,2010,257,600,4.41,3.53,2.88,4.53,3.25,4.08,41.92,40.79,39.95,33.57,25.24,41.74,61.70,58.16,55.64,38.36,20.96,61.10
14-Sep-2010 06:30,2010,257,630,4.35,3.50,2.83,4.48,3.19,3.99,41.93,40.79,39.95,33.57,25.25,41.74,61.70,58.22,55.64,38.36,20.96,61.16
14-Sep-2010 07:00,2010,257,700,4.29,3.46,2.77,4.42,3.13,3.87,41.93,40.80,39.95,33.58,25.25,41.75,61.70,58.22,55.64,38.36,20.96,61.16
14-Sep-2010 07:30,2010,257,730,4.23,3.42,2.68,4.36,3.07,3.76,41.94,40.80,39.96,33.58,25.25,41.75,61.76,58.22,55.64,38.36,20.96,61.16
14-Sep-2010 08:00,2010,257,800,4.16,3.38,2.61,4.30,3.00,3.69,41.94,40.80,39.96,33.58,25.25,41.75,61.76,58.22,55.70,38.42,20.96,61.16
14-Sep-2010 08:30,2010,257,830,4.10,3.35,2.56,4.24,2.94,3.68,41.95,40.81,39.96,33.59,25.26,41.76,61.76,58.22,55.70,38.42,20.96,61.16
14-Sep-2010 09:00,2010,257,900,4.03,3.31,2.53,4.19,2.89,3.67,41.95,40.81,39.96,33.60,25.26,41.76,61.76,58.28,55.70,38.42,20.96,61.16
14-Sep-2010 09:30,2010,257,930,3.96,3.28,2.53,4.15,2.85,3.73,41.96,40.82,39.97,33.60,25.26,41.76,61.82,58.28,55.70,38.42,20.96,61.16
14-Sep-2010 10:00,2010,257,1000,3.89,3.25,2.57,4.12,2.83,3.85,41.96,40.82,39.97,33.60,25.26,41.76,61.82,58.28,55.70,38.42,20.96,61.16
14-Sep-2010 10:30,2010,257,1030,3.82,3.23,2.64,4.10,2.82,3.97,41.97,40.83,39.97,33.61,25.27,41.76,61.82,58.28,55.70,38.48,20.96,61.16
14-Sep-2010 11:00,2010,257,1100,3.76,3.22,2.73,4.10,2.85,4.08,41.97,40.83,39.97,33.61,25.27,41.76,61.82,58.28,55.70,38.48,20.96,61.16
14-Sep-2010 11:30,2010,257,1130,3.74,3.23,2.86,4.13,2.89,4.20,41.98,40.83,39.97,33.62,25.27,41.76,61.88,58.28,55.70,38.48,21.02,61.16
14-Sep-2010 12:00,2010,257,1200,3.73,3.26,3.00,4.18,2.98,4.33,41.98,40.83,39.96,33.62,25.27,41.75,61.88,58.28,55.70,38.48,21.02,61.16
14-Sep-2010 12:30,2010,257,1230,3.75,3.30,3.17,4.23,3.10,4.51,41.98,40.83,39.96,33.62,25.27,41.75,61.88,58.28,55.70,38.48,21.02,61.16
14-Sep-2010 13:00,2010,257,1300,3.77,3.33,3.35,4.30,3.24,4.69,41.97,40.82,39.96,33.62,25.27,41.74,61.88,58.28,55.70,38.48,20.96,61.16
14-Sep-2010 13:30,2010,257,1330,3.81,3.38,3.52,4.40,3.41,4.84,41.97,40.81,39.95,33.61,25.27,41.74,61.82,58.28,55.64,38.48,20.96,61.10
14-Sep-2010 14:00,2010,257,1400,3.86,3.43,3.68,4.55,3.58,4.98,41.97,40.80,39.95,33.61,25.26,41.74,61.82,58.22,55.64,38.48,20.96,61.10
14-Sep-2010 14:30,2010,257,1430,3.92,3.49,3.83,4.76,3.75,5.11,41.96,40.79,39.95,33.60,25.26,41.73,61.82,58.22,55.64,38.42,20.96,61.10
14-Sep-2010 15:00,2010,257,1500,4.00,3.56,3.98,4.96,3.92,5.26,41.96,40.78,39.94,33.60,25.26,41.73,61.82,58.16,55.64,38.42,20.96,61.10
14-Sep-2010 15:30,2010,257,1530,4.10,3.65,4.13,5.13,4.09,5.40,41.95,40.77,39.94,33.59,25.25,41.72,61.76,58.16,55.58,38.42,20.96,61.04
14-Sep-2010 16:00,2010,257,1600,4.23,3.73,4.28,5.23,4.26,5.56,41.94,40.77,39.93,33.58,25.25,41.72,61.76,58.10,55.58,38.42,20.96,61.04
14-Sep-2010 16:30,2010,257,1630,4.35,3.80,4.45,5.30,4.43,5.70,41.93,40.76,39.92,33.58,25.24,41.71,61.70,58.10,55.58,38.36,20.96,61.04
14-Sep-2010 17:00,2010,257,1700,4.47,3.86,4.61,5.36,4.58,5.79,41.93,40.75,39.92,33.57,25.24,41.71,61.70,58.10,55.58,38.36,20.96,61.04
14-Sep-2010 17:30,2010,257,1730,4.60,3.92,4.73,5.42,4.71,5.85,41.92,40.75,39.91,33.57,25.23,41.70,61.70,58.04,55.52,38.36,20.90,60.98
14-Sep-2010 18:00,2010,257,1800,4.72,3.96,4.81,5.48,4.82,5.88,41.91,40.74,39.91,33.56,25.23,41.70,61.64,58.04,55.52,38.36,20.90,60.98
14-Sep-2010 18:30,2010,257,1830,4.83,3.99,4.85,5.52,4.90,5.88,41.90,40.74,39.91,33.56,25.23,41.70,61.64,58.04,55.52,38.36,20.90,60.98
14-Sep-2010 19:00,2010,257,1900,4.93,4.02,4.85,5.54,4.97,5.87,41.90,40.74,39.91,33.55,25.23,41.69,61.58,58.04,55.52,38.30,20.90,60.98
14-Sep-2010 19:30,2010,257,1930,5.01,4.03,4.79,5.55,5.01,5.82,41.89,40.74,39.91,33.55,25.22,41.69,61.58,58.04,55.52,38.30,20.90,60.98
14-Sep-2010 20:00,2010,257,2000,5.05,4.02,4.70,5.52,5.00,5.72,41.89,40.74,39.91,33.55,25.22,41.69,61.58,58.04,55.52,38.30,20.90,60.98
14-Sep-2010 20:30,2010,257,2030,5.07,4.00,4.55,5.50,4.96,5.61,41.88,40.74,39.91,33.55,25.22,41.70,61.58,58.04,55.52,38.30,20.90,60.98
14-Sep-2010 21:00,2010,257,2100,5.07,4.00,4.41,5.44,4.88,5.51,41.88,40.74,39.91,33.55,25.22,41.70,61.58,58.04,55.52,38.30,20.90,60.98
14-Sep-2010 21:30,2010,257,2130,5.06,3.96,4.25,5.38,4.77,5.41,41.89,40.74,39.91,33.55,25.22,41.70,61.58,58.04,55.52,38.30,20.90,60.98
14-Sep-2010 22:00,2010,257,2200,5.04,3.94,4.10,5.31,4.65,5.33,41.89,40.75,39.92,33.55,25.22,41.71,61.58,58.04,55.58,38.30,20.90,61.04
14-Sep-2010 22:30,2010,257,2230,5.01,3.91,3.98,5.25,4.53,5.25,41.89,40.75,39.92,33.55,25.23,41.71,61.58,58.04,55.58,38.30,20.90,61.04
14-Sep-2010 23:00,2010,257,2300,4.97,3.88,3.87,5.18,4.41,5.15,41.89,40.75,39.92,33.55,25.23,41.71,61.58,58.10,55.58,38.30,20.90,61.04
14-Sep-2010 23:30,2010,257,2330,4.92,3.84,3.73,5.11,4.28,5.04,41.90,40.76,39.93,33.56,25.23,41.72,61.58,58.10,55.58,38.30,20.90,61.04
15-Sep-2010 00:00,2010,257,2400,4.88,3.81,3.62,5.05,4.17,4.93,41.90,40.76,39.93,33.56,25.23,41.72,61.64,58.10,55.58,38.36,20.90,61.04
15-Sep-2010 00:30,2010,258,30,4.83,3.77,3.53,5.00,4.04,4.82,41.90,40.76,39.93,33.56,25.24,41.73,61.64,58.10,55.58,38.36,20.90,61.10
15-Sep-2010 01:00,2010,258,100,4.77,3.74,3.43,4.94,3.93,4.72,41.91,40.77,39.94,33.57,25.24,41.73,61.64,58.10,55.64,38.36,20.96,61.10
15-Sep-2010 01:30,2010,258,130,4.71,3.70,3.34,4.87,3.81,4.63,41.91,40.77,39.94,33.57,25.24,41.73,61.64,58.10,55.64,38.36,20.96,61.10
15-Sep-2010 02:00,2010,258,200,4.65,3.67,3.26,4.81,3.71,4.55,41.92,40.78,39.94,33.57,25.24,41.74,61.70,58.16,55.64,38.36,20.96,61.10
15-Sep-2010 02:30,2010,258,230,4.59,3.63,3.18,4.75,3.61,4.46,41.92,40.78,39.94,33.57,25.24,41.74,61.70,58.16,55.64,38.36,20.96,61.10
15-Sep-2010 03:00,2010,258,300,4.53,3.59,3.10,4.69,3.52,4.35,41.93,40.78,39.95,33.58,25.25,41.74,61.70,58.16,55.64,38.36,20.96,61.10
15-Sep-2010 03:30,2010,258,330,4.47,3.56,3.00,4.63,3.43,4.26,41.93,40.79,39.95,33.58,25.25,41.75,61.70,58.16,55.64,38.42,20.96,61.16
15-Sep-2010 04:00,2010,258,400,4.40,3.52,2.93,4.56,3.34,4.17,41.94,40.79,39.95,33.59,25.25,41.75,61.76,58.16,55.64,38.42,20.96,61.16
15-Sep-2010 04:30,2010,258,430,4.34,3.49,2.86,4.50,3.26,4.09,41.94,40.79,39.96,33.59,25.25,41.75,61.76,58.22,55.70,38.42,20.96,61.16
15-Sep-2010 05:00,2010,258,500,4.28,3.45,2.80,4.45,3.18,4.00,41.95,40.80,39.96,33.59,25.26,41.76,61.76,58.22,55.70,38.42,20.96,61.16
15-Sep-2010 05:30,2010,258,530,4.21,3.41,2.74,4.39,3.11,3.91,41.95,40.80,39.96,33.60,25.26,41.76,61.76,58.22,55.70,38.42,20.96,61.16
15-Sep-2010 06:00,2010,258,600,4.15,3.37,2.67,4.33,3.04,3.81,41.96,40.80,39.97,33.60,25.26,41.76,61.82,58.22,55.70,38.42,20.96,61.16
15-Sep-2010 06:30,2010,258,630,4.09,3.34,2.60,4.28,2.96,3.73,41.96,40.81,39.97,33.61,25.26,41.76,61.82,58.22,55.70,38.48,20.96,61.22
15-Sep-2010 07:00,2010,258,700,4.02,3.30,2.52,4.21,2.89,3.63,41.97,40.81,39.97,33.61,25.27,41.77,61.82,58.22,55.70,38.48,20.96,61.22
15-Sep-2010 07:30,2010,258,730,3.96,3.26,2.46,4.15,2.82,3.55,41.97,40.82,39.97,33.61,25.27,41.77,61.82,58.28,55.70,38.48,20.96,61.22
15-Sep-2010 08:00,2010,258,800,3.89,3.22,2.40,4.09,2.76,3.52,41.98,40.82,39.98,33.62,25.27,41.77,61.88,58.28,55.76,38.48,21.02,61.22
15-Sep-2010 08:30,2010,258,830,3.83,3.19,2.37,4.04,2.71,3.53,41.98,40.82,39.98,33.62,25.27,41.77,61.88,58.28,55.76,38.48,21.02,61.22
15-Sep-2010 09:00,2010,258,900,3.77,3.16,2.37,4.00,2.67,3.55,41.99,40.83,39.98,33.63,25.28,41.78,61.88,58.28,55.76,38.48,21.02,61.22
15-Sep-2010 09:30,2010,258,930,3.70,3.13,2.39,3.97,2.64,3.64,41.99,40.83,39.98,33.63,25.28,41.78,61.94,58.28,55.76,38.54,21.02,61.22
15-Sep-2010 10:00,2010,258,1000,3.64,3.12,2.43,3.95,2.63,3.78,42.00,40.83,39.98,33.64,25.28,41.77,61.94,58.34,55.76,38.54,21.02,61.22
15-Sep-2010 10:30,2010,258,1030,3.59,3.11,2.53,3.95,2.64,3.92,42.01,40.84,39.98,33.64,25.28,41.77,61.94,58.34,55.76,38.54,21.02,61.22
15-Sep-2010 11:00,2010,258,1100,3.54,3.11,2.64,3.97,2.68,4.07,42.01,40.84,39.98,33.65,25.29,41.77,61.94,58.34,55.76,38.54,21.02,61.22
15-Sep-2010 11:30,2010,258,1130,3.51,3.13,2.76,4.02,2.74,4.20,42.01,40.84,39.98,33.65,25.29,41.77,62.00,58.34,55.76,38.54,21.02,61.22
15-Sep-2010 12:00,2010,258,1200,3.50,3.14,2.92,4.05,2.85,4.28,42.01,40.84,39.98,33.65,25.29,41.77,62.00,58.34,55.76,38.54,21.02,61.22
15-Sep-2010 12:30,2010,258,1230,3.53,3.19,3.08,4.11,2.97,4.40,42.01,40.83,39.97,33.65,25.29,41.76,62.00,58.34,55.70,38.54,21.02,61.16
15-Sep-2010 13:00,2010,258,1300,3.57,3.24,3.25,4.19,3.12,4.54,42.01,40.83,39.97,33.65,25.29,41.76,61.94,58.28,55.70,38.54,21.02,61.16
15-Sep-2010 13:30,2010,258,1330,3.62,3.28,3.41,4.28,3.29,4.71,42.01,40.82,39.97,33.65,25.28,41.76,61.94,58.28,55.70,38.54,21.02,61.16
15-Sep-2010 14:00,2010,258,1400,3.69,3.34,3.58,4.43,3.48,4.89,42.00,40.81,39.96,33.64,25.28,41.75,61.94,58.28,55.70,38.54,21.02,61.16
15-Sep-2010 14:30,2010,258,1430,3.77,3.40,3.74,4.63,3.67,5.06,42.00,40.80,39.96,33.63,25.28,41.75,61.94,58.22,55.70,38.54,21.02,61.16
15-Sep-2010 15:00,2010,258,1500,3.84,3.47,3.90,4.82,3.86,5.21,41.99,40.79,39.95,33.63,25.27,41.74,61.88,58.22,55.64,38.48,21.02,61.10
15-Sep-2010 15:30,2010,258,1530,3.93,3.54,4.05,4.97,4.03,5.33,41.98,40.78,39.95,33.62,25.27,41.74,61.88,58.16,55.64,38.48,20.96,61.10
15-Sep-2010 16:00,2010,258,1600,4.04,3.61,4.19,5.07,4.18,5.42,41.98,40.78,39.94,33.62,25.26,41.73,61.88,58.16,55.64,38.48,20.96,61.10
15-Sep-2010 16:30,2010,258,1630,4.17,3.68,4.32,5.14,4.31,5.50,41.97,40.77,39.94,33.61,25.26,41.73,61.82,58.10,55.64,38.48,20.96,61.10
15-Sep-2010 17:00,2010,258,1700,4.29,3.74,4.45,5.19,4.43,5.58,41.96,40.76,39.93,33.61,25.26,41.72,61.82,58.10,55.58,38.48,20.96,61.04
15-Sep-2010 17:30,2010,258,1730,4.41,3.79,4.55,5.25,4.54,5.67,41.95,40.76,39.93,33.60,25.25,41.72,61.76,58.10,55.58,38.42,20.96,61.04
15-Sep-2010 18:00,2010,258,1800,4.54,3.84,4.63,5.31,4.66,5.73,41.95,40.76,39.93,33.60,25.25,41.72,61.76,58.10,55.58,38.42,20.96,61.04
15-Sep-2010 18:30,2010,258,1830,4.64,3.87,4.66,5.36,4.73,5.74,41.94,40.75,39.92,33.59,25.24,41.71,61.76,58.10,55.58,38.42,20.96,61.04
15-Sep-2010 19:00,2010,258,1900,4.73,3.89,4.66,5.39,4.80,5.75,41.93,40.75,39.92,33.59,25.24,41.71,61.70,58.04,55.58,38.42,20.96,61.04
15-Sep-2010 19:30,2010,258,1930,4.80,3.90,4.64,5.40,4.84,5.74,41.93,40.75,39.92,33.58,25.24,41.71,61.70,58.04,55.58,38.42,20.96,61.04
15-Sep-2010 20:00,2010,258,2000,4.85,3.89,4.60,5.39,4.86,5.69,41.93,40.75,39.92,33.58,25.24,41.71,61.70,58.04,55.58,38.42,20.96,61.04
15-Sep-2010 20:30,2010,258,2030,4.88,3.91,4.52,5.38,4.85,5.65,41.92,40.75,39.92,33.58,25.24,41.71,61.70,58.04,55.58,38.42,20.96,61.04
